Sector,Land Type,Size (Acres),Dist to Beach (km),Owner,Patta
Chennai,commercial,2.54,2.26,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.36,2.24,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,1.67,2.47,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,0.97,2.51,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,2.05,0.74,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.83,3.97,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,3.17,4.21,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,3.07,3.88,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.04,5.5,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.02,4.57,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.15,5.41,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.06,5.33,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,0.32,0.15,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,3.44,0.22,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,2.04,0.11,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.08,1.46,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,other,1.64,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,other,9.02,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,6.22,2.1,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,12.88,2.96,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,2.59,4.76,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.7,2.47,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.28,5.24,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,1.4,4.1,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,1.05,4,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,2.02,3.16,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,2.39,1.22,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,0.85,2.26,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.1,0.71,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,0.86,2.38,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.58,2.35,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,6.92,2.32,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,3.09,4.38,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,1.41,4.49,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,1.02,3.73,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,3.08,3.75,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,1.27,3.85,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,3.75,3.78,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,2.75,4.01,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,3.09,4.17,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.9,0.9,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,1,0.88,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.09,0.88,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.26,0.9,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,2.6,1.12,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,6.77,1.22,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,1.02,1.3,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,5.44,1.08,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,17.12,1.5,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.41,1.57,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.78,1.63,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,8.19,2.94,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,3.06,3.01,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,1.18,2.44,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,3.32,5.67,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,1.03,6.23,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,4.12,1.83,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,industrial,1.22,1.94,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.07,1.45,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.03,5.33,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,1.81,5.22,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,2.81,5.22,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,farmland,0.04,6.52,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,farmland,0.04,6.51,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,farmland,0.15,6.48,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.44,4.47,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.16,7.15,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.14,7.05,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.16,7.12,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,1.49,6.93,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,1.44,3.59,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.07,4.22,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,2.51,2.94,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,1.07,3.92,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,0.52,3.96,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,4.53,3.22,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,commercial,8.29,1.45,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.41,1.9,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.39,5.15,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.42,3.94,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.43,2.98,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,4.25,0.97,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.58,3.68,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.15,6.16,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.21,2.25,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,1.1,3.4,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,1.03,5.35,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.38,6.2,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.22,5.82,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,0.9,6.73,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,1.14,0.36,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,2.27,0.81,"Restricted (Requires TN Nilam Auth)",Restricted
Chennai,residential,7.51,1.11,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,other,15.41,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,other,21.58,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,industrial,1473.08,0.46,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,other,9.07,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,industrial,0.47,4.28,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,industrial,0.79,4.25,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,41.51,3.5,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,83.66,2.87,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,63.58,4.01,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,47.78,4.34,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,18.02,4.19,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,industrial,1.13,0.69,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,farmland,3.49,1,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,94.66,0.64,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,36.42,0.68,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,47.17,0.53,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,106.27,3.59,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,11.25,6.31,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,37.79,6.58,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,64.1,6.87,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,55.15,3.61,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,32.1,4.58,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,28.93,4.39,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,industrial,265.36,5.87,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,industrial,62.16,6.71,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,industrial,136.43,5.07,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,37.8,0.28,"Restricted (Requires TN Nilam Auth)",Restricted
Mahabalipuram,residential,12.92,0.78,"Restricted (Requires TN Nilam Auth)",Restricted
Marakkanam,industrial,70.79,0.33,"Restricted (Requires TN Nilam Auth)",Restricted
Marakkanam,other,14.23,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Marakkanam,other,8.78,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Marakkanam,other,4.58,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,7.55,4.23,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,235.06,5.78,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,2.05,0.22,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,other,5.66,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,other,1.07,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,other,0.95,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,4.33,5.16,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,15.99,5.05,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,other,9.56,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,3.06,3.73,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,53.68,1.55,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,93.95,1.29,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,3.86,2.02,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,2.29,1.76,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,24.54,2.06,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,1.39,2.54,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,1.2,2.6,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,2.56,2.57,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,52.95,3.39,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,10.04,3.01,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,7.6,3.31,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,3.13,2.6,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,15.62,1.81,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.31,2.65,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,10.11,1.79,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.76,0.66,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,2.31,1.06,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.17,3.99,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.87,2.69,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.21,4.14,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.02,1.74,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.75,1.85,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.01,0.41,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.07,3.39,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,5.35,2.19,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,other,2.25,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,1.37,1.98,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,1.52,1.96,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.52,1.84,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.7,1.83,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.26,1.88,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,1.11,1.82,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,1.12,1.74,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.73,1.69,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.96,1.51,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.45,1.52,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.63,1.42,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,48.4,5.47,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,3.43,2.27,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,27.82,0.68,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,62.25,0.69,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,1.74,4.11,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.17,4.29,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.1,3.85,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,2.55,5.87,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.08,4.14,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,other,2.21,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.16,2.19,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,17.3,1.23,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,21.96,1.45,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,24.99,4.18,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,0.69,4.1,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,10.24,4.26,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,12.84,4.37,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.17,2.36,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.07,2.35,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,53.62,4.58,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.04,2.03,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,5.24,4.16,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,1.97,0.16,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.24,2.89,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.82,2.9,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.42,2.98,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.24,2.79,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.37,2.74,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.56,2.64,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.42,2.7,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.36,2.77,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.12,2.81,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.06,2.84,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.37,2.56,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.28,2.58,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.05,4.2,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.58,2.67,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.21,2.66,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.23,2.75,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.26,2.76,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.26,2.82,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.22,2.82,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.04,2.03,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,5.75,3.96,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,2.31,3.85,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.05,2.27,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.05,2.32,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.04,2.22,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.04,2.21,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.05,2.46,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.01,2.46,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.02,2.17,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.02,2.16,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.03,2.15,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.02,2.12,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.02,2.13,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.06,2.14,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,other,33.35,0.07,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.14,0.22,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.04,0.41,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.09,1.83,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.08,2.35,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.08,2.34,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.12,2.33,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.06,2.32,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.07,2.31,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.03,2.3,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.03,2.3,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.01,2.29,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.01,2.29,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.02,2.29,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.01,2.28,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.02,2.28,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.08,2.35,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.12,2.26,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.1,2.02,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.36,2.3,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.28,2.28,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.09,2.33,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.06,2.34,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.03,2.33,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.05,2.36,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.41,2.33,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.08,2.31,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.09,4.08,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.39,4.15,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.04,4.19,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.03,4.17,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.03,4.87,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.07,4.83,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.07,5.13,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.06,5.14,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.05,4.2,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.05,4.77,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.03,4.57,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.02,4.67,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.11,4.51,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.06,4.84,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.11,4.5,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.05,3.4,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.03,3.43,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,industrial,0.08,4.63,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.02,3.64,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.01,3.63,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.01,3.62,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.17,4.64,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.05,4.71,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.05,4.67,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.08,4.51,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.01,4.53,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.03,4.87,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.06,4.9,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.04,4.9,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.06,4.93,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.54,4.56,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.23,4.5,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.64,4.56,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.03,4.82,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.02,4.79,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.03,4.81,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.07,4.85,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.02,4.87,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.01,4.89,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.02,4.93,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,1.12,4.88,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.03,4.98,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.03,4.98,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.18,4.98,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.05,4.98,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.18,5.03,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.02,5.03,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.05,4.02,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.04,3.89,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.06,2.73,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.06,3.46,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.13,0.29,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,27.59,4.37,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.09,2.74,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.02,2.51,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.04,2.53,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.06,2.53,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.03,2.6,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.03,2.55,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,13.66,4.77,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,5.41,4.13,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,farmland,4.38,4.61,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,commercial,0.01,2.38,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,0.1,0.12,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,other,32.69,0.14,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,residential,6.8,0.29,"Restricted (Requires TN Nilam Auth)",Restricted
Pondicherry,other,1.89,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
